,group,order,lat,long
3576,550,3576,34.05557,-118.386862
3577,551,3577,34.091261,-118.337508
3578,551,3578,34.091669,-118.337512
3579,551,3579,34.092211,-118.337515
3580,551,3580,34.091892,-118.337514
3581,551,3581,34.091944,-118.337515
3582,551,3582,34.09235,-118.337515
3583,551,3583,34.092078,-118.337514
3584,551,3584,34.091812,-118.337514
3585,551,3585,34.092402,-118.337514
3586,551,3586,34.091474,-118.337511
3587,551,3587,34.09172,-118.337513
3588,551,3588,34.091528,-118.337512
3589,552,3589,34.091229,-118.341682
3590,552,3590,34.09095,-118.34168
3591,552,3591,34.090891,-118.341681
3592,552,3592,34.091081,-118.341682
3593,552,3593,34.091025,-118.341682
3594,553,3594,34.055496,-118.393922
3595,553,3595,34.055675,-118.393922
3596,553,3596,34.055624,-118.393922
3597,553,3597,34.055547,-118.393922
3598,554,3598,34.055611,-118.383818
3599,554,3599,34.055052,-118.383829
3600,554,3600,34.056179,-118.383801
3601,554,3601,34.056128,-118.383804
3602,554,3602,34.055929,-118.383808
3603,554,3603,34.055483,-118.38382
3604,554,3604,34.055874,-118.383812
3605,554,3605,34.055666,-118.383816
3606,554,3606,34.055534,-118.383819
3607,554,3607,34.056388,-118.3838
3608,554,3608,34.056715,-118.383792
3609,554,3609,34.056309,-118.3838
3610,554,3610,34.055799,-118.383813
3611,554,3611,34.056052,-118.383807
3612,554,3612,34.055103,-118.383829
3613,554,3613,34.055742,-118.383814
3614,554,3614,34.056256,-118.383801
3615,554,3615,34.05658,-118.383795
3616,555,3616,34.030669,-118.245074
3617,555,3617,34.030601,-118.245113
3618,555,3618,34.03079,-118.245003
3619,555,3619,34.030841,-118.244976
3620,555,3620,34.030553,-118.24514
3621,556,3621,34.03365,-118.251302
3622,556,3622,34.033476,-118.251428
3623,556,3623,34.033755,-118.251225
3624,556,3624,34.033588,-118.251347
3625,556,3625,34.033539,-118.251383
3626,556,3626,34.033433,-118.25146
3627,556,3627,34.033696,-118.251268
3628,556,3628,34.033806,-118.251188
3629,557,3629,34.03314,-118.251673
3630,557,3630,34.033247,-118.251594
3631,557,3631,34.033093,-118.251707
3632,557,3632,34.033201,-118.251629
3633,558,3633,34.037252,-118.258165
3634,558,3634,34.038222,-118.257381
3635,558,3635,34.037799,-118.257723
3636,558,3636,34.037734,-118.257773
3637,558,3637,34.038019,-118.257545
3638,558,3638,34.037958,-118.257595
3639,558,3639,34.037294,-118.258129
3640,558,3640,34.038064,-118.257509
3641,558,3641,34.037906,-118.257638
3642,558,3642,34.038325,-118.257299
3643,558,3643,34.03741,-118.258039
3644,558,3644,34.038127,-118.257457
3645,558,3645,34.038264,-118.257346
3646,558,3646,34.037846,-118.257685
3647,558,3647,34.03748,-118.257986
3648,558,3648,34.037193,-118.258216
3649,559,3649,34.036415,-118.255806
3650,559,3650,34.036948,-118.255375
3651,559,3651,34.03613,-118.256036
3652,559,3652,34.037012,-118.255323
3653,559,3653,34.036634,-118.255629
3654,559,3654,34.036458,-118.255771
3655,559,3655,34.0368,-118.255495
3656,559,3656,34.036344,-118.255863
3657,559,3657,34.036301,-118.255898
3658,559,3658,34.036905,-118.25541
3659,559,3659,34.036194,-118.255985
3660,559,3660,34.036739,-118.255544
3661,559,3661,34.036695,-118.255579
3662,559,3662,34.036237,-118.25595
3663,559,3663,34.036843,-118.25546
3664,560,3664,34.036679,-118.257106
3665,560,3665,34.03744,-118.25649
3666,560,3666,34.037071,-118.256789
3667,560,3667,34.037395,-118.256527
3668,560,3668,34.036962,-118.256877
3669,560,3669,34.037114,-118.256754
3670,560,3670,34.037007,-118.25684
3671,560,3671,34.037285,-118.256616
3672,560,3672,34.036633,-118.257142
3673,560,3673,34.036898,-118.256929
3674,560,3674,34.036524,-118.257231
3675,560,3675,34.036788,-118.257017
3676,560,3676,34.036567,-118.257196
3677,560,3677,34.036852,-118.256966
3678,560,3678,34.037504,-118.256439
3679,560,3679,34.037331,-118.256579
3680,560,3680,34.037171,-118.256708
3681,560,3681,34.037552,-118.2564
3682,560,3682,34.036743,-118.257054
3683,560,3683,34.037215,-118.256673
3684,561,3684,34.032679,-118.249592
3685,561,3685,34.032627,-118.249629
3686,561,3686,34.032739,-118.249549
3687,562,3687,34.032266,-118.249887
3688,562,3688,34.032375,-118.249809
3689,562,3689,34.032315,-118.249852
3690,563,3690,34.050383,-118.309148
3691,563,3691,34.050564,-118.309148
3692,563,3692,34.050307,-118.309147
3693,563,3693,34.049721,-118.309148
3694,563,3694,34.050175,-118.309148
3695,563,3695,34.049894,-118.309147
3696,563,3696,34.050254,-118.309148
3697,563,3697,34.04984,-118.309146
3698,563,3698,34.050648,-118.309149
3699,563,3699,34.050512,-118.309149
3700,563,3700,34.050438,-118.309148
3701,563,3701,34.049664,-118.309146
3702,564,3702,34.041391,-118.262253
3703,564,3703,34.041429,-118.262219
3704,565,3704,34.040993,-118.262627
3705,565,3705,34.041087,-118.26254
3706,565,3706,34.04095,-118.262668
3707,565,3707,34.04081,-118.262799
3708,565,3708,34.040712,-118.262891
3709,565,3709,34.040551,-118.263042
3710,565,3710,34.041192,-118.262441
3711,565,3711,34.040753,-118.262853
3712,565,3712,34.041233,-118.262402
3713,565,3713,34.040853,-118.262759
3714,565,3714,34.041035,-118.26259
3715,565,3715,34.040611,-118.262987
3716,565,3716,34.041129,-118.2625
3717,565,3717,34.040655,-118.262944
3718,566,3718,34.038554,-118.258716
3719,566,3719,34.038264,-118.258949
3720,566,3720,34.038215,-118.258989
3721,566,3721,34.038376,-118.258859
3722,566,3722,34.038084,-118.259095
3723,566,3723,34.038152,-118.259042
3724,566,3724,34.038489,-118.258768
3725,566,3725,34.038037,-118.259133
3726,566,3726,34.038444,-118.258805
3727,567,3727,34.040425,-118.261417
3728,567,3728,34.040259,-118.261571
3729,567,3729,34.040071,-118.261747
3730,567,3730,34.040222,-118.261605
3731,567,3731,34.039868,-118.261936
3732,567,3732,34.040323,-118.261511
3733,567,3733,34.040563,-118.26129
3734,567,3734,34.040621,-118.261237
3735,567,3735,34.039922,-118.261886
3736,567,3736,34.040364,-118.261474
3737,567,3737,34.040462,-118.261382
3738,567,3738,34.039823,-118.261977
3739,567,3739,34.039663,-118.26213
3740,567,3740,34.039702,-118.262092
3741,568,3741,34.035353,-118.253638
3742,568,3742,34.035651,-118.2534
3743,568,3743,34.034708,-118.254158
3744,568,3744,34.034768,-118.25411
3745,568,3745,34.03493,-118.253979
3746,568,3746,34.035695,-118.253364
3747,568,3747,34.035035,-118.253894
3748,568,3748,34.03529,-118.253689
3749,568,3749,34.03488,-118.25402
3750,568,3750,34.035501,-118.25352
3751,568,3751,34.035755,-118.253316
3752,568,3752,34.03481,-118.254075
3753,568,3753,34.035147,-118.253804
3754,568,3754,34.035398,-118.253602
3755,568,3755,34.035456,-118.253556
3756,568,3756,34.034989,-118.253931
3757,569,3757,34.034024,-118.253209
3758,569,3758,34.03492,-118.252552
3759,569,3759,34.034068,-118.253179
3760,569,3760,34.035087,-118.25243
3761,569,3761,34.034581,-118.252801
3762,569,3762,34.034982,-118.252507
3763,569,3763,34.034644,-118.252754
3764,569,3764,34.034787,-118.252651
3765,569,3765,34.034477,-118.252878
3766,569,3766,34.034539,-118.252833
3767,569,3767,34.035132,-118.252397
3768,569,3768,34.034689,-118.252721
3769,569,3769,34.033957,-118.25326
3770,570,3770,34.035923,-118.25469
3771,570,3771,34.035311,-118.255183
3772,570,3772,34.03599,-118.254638
3773,570,3773,34.036034,-118.254601
3774,570,3774,34.036208,-118.254461
3775,570,3775,34.035207,-118.255268
3776,570,3776,34.03625,-118.254427
3777,570,3777,34.035879,-118.254726
3778,570,3778,34.036102,-118.254548
3779,570,3779,34.035274,-118.255215
3780,570,3780,34.035377,-118.255131
3781,570,3781,34.035418,-118.255097
3782,570,3782,34.035746,-118.254832
3783,570,3783,34.036141,-118.254516
3784,571,3784,34.091169,-118.310972
3785,571,3785,34.091433,-118.310974
3786,571,3786,34.091241,-118.310973
3787,571,3787,34.091504,-118.310972
3788,571,3788,34.091378,-118.310973
3789,571,3789,34.091302,-118.310972
3790,571,3790,34.091116,-118.31097
3791,572,3791,34.092823,-118.280231
3792,572,3792,34.092761,-118.280271
3793,572,3793,34.092714,-118.2803
3794,573,3794,34.091066,-118.333257
3795,573,3795,34.091016,-118.333257
3796,574,3796,34.091337,-118.291861
3797,574,3797,34.092014,-118.291864
3798,574,3798,34.091619,-118.291862
3799,574,3799,34.092927,-118.291865
3800,574,3800,34.091748,-118.291863
3801,574,3801,34.091387,-118.291862
3802,574,3802,34.092874,-118.291865
3803,574,3803,34.092405,-118.291866
3804,574,3804,34.092066,-118.291865
3805,574,3805,34.091675,-118.291863
3806,574,3806,34.091899,-118.291863
3807,574,3807,34.091537,-118.291861
3808,574,3808,34.091956,-118.291863
3809,575,3809,34.049842,-118.291716
3810,575,3810,34.049451,-118.291714
3811,575,3811,34.049655,-118.291715
3812,575,3812,34.05046,-118.291751
3813,575,3813,34.050586,-118.29175
3814,575,3814,34.049785,-118.291716
3815,575,3815,34.04971,-118.291714
3816,575,3816,34.049398,-118.291713
3817,575,3817,34.050531,-118.291751
3818,575,3818,34.049914,-118.291716
3819,575,3819,34.049328,-118.291713
3820,575,3820,34.050241,-118.291749
3821,576,3821,34.091345,-118.32675
3822,576,3822,34.092074,-118.326751
3823,576,3823,34.091626,-118.32675
3824,576,3824,34.091395,-118.326751
3825,576,3825,34.092136,-118.326753
3826,576,3826,34.091265,-118.326748
3827,576,3827,34.092394,-118.326753
3828,576,3828,34.091889,-118.326751
3829,576,3829,34.091575,-118.32675
3830,577,3830,34.025599,-118.289329
3831,577,3831,34.025598,-118.290109
3832,577,3832,34.025597,-118.290728
3833,577,3833,34.025597,-118.289637
3834,577,3834,34.025598,-118.289796
3835,577,3835,34.025597,-118.290204
3836,577,3836,34.025601,-118.289269
3837,577,3837,34.025598,-118.290667
3838,577,3838,34.025596,-118.289574
3839,577,3839,34.025597,-118.289891
3840,577,3840,34.025596,-118.290518
3841,577,3841,34.025597,-118.289954
3842,577,3842,34.025598,-118.28949
3843,577,3843,34.025599,-118.289425
3844,577,3844,34.025598,-118.290582
3845,577,3845,34.025597,-118.290043
3846,577,3846,34.025597,-118.289073
3847,577,3847,34.025596,-118.28973
3848,578,3848,34.042909,-118.469444
3849,578,3849,34.043009,-118.469546
3850,578,3850,34.043099,-118.469634
3851,578,3851,34.043046,-118.469582
3852,578,3852,34.042948,-118.469485
3853,579,3853,34.092184,-118.309295
3854,579,3854,34.091416,-118.309324
3855,579,3855,34.091477,-118.309324
3856,579,3856,34.092383,-118.309298
3857,579,3857,34.092131,-118.309296
3858,579,3858,34.092592,-118.309301
3859,579,3859,34.092514,-118.3093
3860,579,3860,34.092454,-118.309299
3861,579,3861,34.092328,-118.309297
3862,580,3862,34.047305,-118.464363
3863,581,3863,34.060502,-118.44551
3864,581,3864,34.060386,-118.445461
3865,581,3865,34.060434,-118.445484
3866,582,3866,34.06015,-118.445267
3867,582,3867,34.06005,-118.44518
3868,582,3868,34.060091,-118.445217
3869,582,3869,34.060272,-118.445371
3870,582,3870,34.06021,-118.445319
3871,582,3871,34.06032,-118.445412
3872,583,3872,34.052651,-118.263791
3873,583,3873,34.052627,-118.263738
3874,583,3874,34.05257,-118.263605
3875,583,3875,34.052593,-118.263659
3876,584,3876,34.168054,-118.373688
3877,584,3877,34.16804,-118.373995
3878,584,3878,34.168051,-118.373758
3879,584,3879,34.168055,-118.373603
3880,584,3880,34.168056,-118.372677
3881,584,3881,34.168056,-118.373378
3882,584,3882,34.168057,-118.373315
3883,584,3883,34.168048,-118.373838
3884,584,3884,34.168036,-118.374057
3885,584,3885,34.168055,-118.372753
3886,584,3886,34.168055,-118.37282
3887,584,3887,34.168043,-118.373904
3888,584,3888,34.168057,-118.373028
3889,585,3889,34.163894,-118.373519
3890,585,3890,34.163895,-118.373595
3891,585,3891,34.163896,-118.373673
3892,586,3892,34.164836,-118.372864
3893,586,3893,34.164833,-118.373591
3894,586,3894,34.164835,-118.372936
3895,586,3895,34.164834,-118.373516
3896,586,3896,34.164834,-118.373909
3897,586,3897,34.164833,-118.37366
3898,586,3898,34.164834,-118.37308
3899,586,3899,34.164834,-118.373973
3900,586,3900,34.164835,-118.373008
3901,586,3901,34.164834,-118.373732
3902,586,3902,34.164833,-118.373414
3903,587,3903,34.164834,-118.373153
3904,587,3904,34.164835,-118.37332
3905,588,3905,34.162936,-118.373104
3906,588,3906,34.162935,-118.373156
3907,588,3907,34.162934,-118.372962
3908,589,3908,34.141205,-118.37246
3909,589,3909,34.141129,-118.372266
3910,589,3910,34.141152,-118.372327
3911,589,3911,34.141389,-118.37293
3912,589,3912,34.141442,-118.373069
3913,589,3913,34.1413,-118.372706
3914,589,3914,34.141183,-118.372407
3915,589,3915,34.141325,-118.372771
3916,589,3916,34.141464,-118.373126
3917,589,3917,34.141413,-118.37299
3918,589,3918,34.141233,-118.37254
3919,590,3919,34.044299,-118.44182
3920,590,3920,34.044341,-118.44175
3921,590,3921,34.044268,-118.441869
3922,591,3922,34.166939,-118.374659
3923,591,3923,34.16694,-118.374815
3924,591,3924,34.166938,-118.374108
3925,591,3925,34.16694,-118.374895
3926,591,3926,34.166939,-118.375123
3927,591,3927,34.166939,-118.373882
3928,591,3928,34.166938,-118.374206
3929,591,3929,34.166938,-118.373937
3930,591,3930,34.166939,-118.375279
3931,591,3931,34.166938,-118.375425
3932,591,3932,34.166939,-118.374036
3933,591,3933,34.16694,-118.374751
3934,591,3934,34.166939,-118.374964
3935,591,3935,34.166938,-118.375361
3936,591,3936,34.166938,-118.374254
3937,591,3937,34.16694,-118.375059
3938,591,3938,34.166939,-118.375215
3939,591,3939,34.166938,-118.374348
3940,592,3940,34.168272,-118.372832
3941,592,3941,34.168269,-118.373351
3942,592,3942,34.168273,-118.373624
3943,592,3943,34.168266,-118.373547
3944,592,3944,34.168275,-118.37264
3945,592,3945,34.168271,-118.373083
3946,592,3946,34.168266,-118.372891
3947,592,3947,34.168268,-118.372996
3948,592,3948,34.168268,-118.373279
3949,592,3949,34.168268,-118.372719
3950,592,3950,34.168268,-118.373496
3951,592,3951,34.168266,-118.372944
3952,592,3952,34.168269,-118.373202
3953,592,3953,34.168271,-118.372776
3954,592,3954,34.168268,-118.373429
3955,592,3955,34.168271,-118.373146
3956,593,3956,34.165018,-118.373032
3957,593,3957,34.165023,-118.373202
3958,593,3958,34.165022,-118.373596
3959,593,3959,34.165023,-118.373292
3960,593,3960,34.165023,-118.373658
3961,593,3961,34.165022,-118.373445
3962,593,3962,34.165017,-118.372683
3963,593,3963,34.165018,-118.372835
3964,593,3964,34.165017,-118.372744
3965,593,3965,34.165023,-118.373355
3966,593,3966,34.165019,-118.372893
3967,593,3967,34.16502,-118.373495
3968,594,3968,34.048976,-118.445984
3969,594,3969,34.049048,-118.445863
3970,594,3970,34.049019,-118.445909
3971,594,3971,34.048945,-118.446034
3972,595,3972,34.163028,-118.37314
3973,595,3973,34.163029,-118.373204
3974,596,3974,34.14177,-118.373334
3975,596,3975,34.141798,-118.373408
3976,596,3976,34.141474,-118.372576
3977,596,3977,34.141825,-118.373472
3978,596,3978,34.141714,-118.373196
3979,596,3979,34.141743,-118.373268
3980,596,3980,34.141587,-118.372864
3981,596,3981,34.141494,-118.372631
3982,596,3982,34.141084,-118.371591
3983,596,3983,34.141664,-118.373064
3984,596,3984,34.141642,-118.373007
3985,596,3985,34.141342,-118.372243
3986,596,3986,34.141106,-118.371648
3987,596,3987,34.141614,-118.372932
3988,596,3988,34.141173,-118.371819
3989,596,3989,34.141271,-118.372063
3990,596,3990,34.141195,-118.371874
3991,596,3991,34.141693,-118.373139
3992,596,3992,34.141364,-118.3723
3993,597,3993,34.044368,-118.44195
3994,597,3994,34.044041,-118.442502
3995,597,3995,34.044145,-118.442323
3996,597,3996,34.044075,-118.442442
3997,597,3997,34.044339,-118.442003
3998,597,3998,34.043993,-118.442579
3999,597,3999,34.044115,-118.442375
4000,597,4000,34.044414,-118.441875
4001,598,4001,34.167091,-118.375447
4002,598,4002,34.167091,-118.37551
4003,598,4003,34.167085,-118.375351
4004,599,4004,34.16801,-118.37454
4005,599,4005,34.167998,-118.37551
4006,599,4006,34.168001,-118.375972
4007,599,4007,34.167998,-118.374992
4008,599,4008,34.168002,-118.375731
4009,599,4009,34.168001,-118.376039
4010,599,4010,34.167998,-118.374937
4011,599,4011,34.168007,-118.374619
4012,599,4012,34.168,-118.375668
4013,599,4013,34.168,-118.375273
4014,599,4014,34.168003,-118.374691
4015,599,4015,34.168001,-118.375882
4016,599,4016,34.167998,-118.375424
4017,599,4017,34.167998,-118.37485
4018,599,4018,34.168,-118.375576
4019,599,4019,34.168001,-118.374788
4020,599,4020,34.167999,-118.375362
4021,599,4021,34.168002,-118.375822
4022,600,4022,34.169899,-118.37716
4023,600,4023,34.169899,-118.376638
4024,600,4024,34.169898,-118.374972
4025,600,4025,34.169898,-118.374879
4026,600,4026,34.169898,-118.375486
4027,600,4027,34.169899,-118.376552
4028,600,4028,34.169898,-118.375433
4029,600,4029,34.169899,-118.376701
4030,600,4030,34.169898,-118.375579
4031,600,4031,34.169899,-118.377097
4032,600,4032,34.169899,-118.376793
4033,600,4033,34.169899,-118.376856
4034,600,4034,34.169899,-118.377015
4035,600,4035,34.169898,-118.375638
4036,600,4036,34.169899,-118.376489
4037,600,4037,34.169899,-118.376945
4038,600,4038,34.169898,-118.375028
4039,601,4039,34.041107,-118.443366
4040,601,4040,34.041139,-118.443314
4041,601,4041,34.041224,-118.443167
4042,601,4042,34.041062,-118.443436
4043,601,4043,34.041034,-118.443484
4044,602,4044,34.164794,-118.375423
4045,602,4045,34.164797,-118.375254
4046,602,4046,34.164794,-118.375492
4047,602,4047,34.164796,-118.375316
4048,602,4048,34.164797,-118.375148
4049,603,4049,34.047181,-118.448734
4050,603,4050,34.047272,-118.448579
4051,603,4051,34.047304,-118.448525
4052,604,4052,34.039731,-118.442046
4053,604,4053,34.039701,-118.442097
4054,604,4054,34.039658,-118.44217
4055,604,4055,34.039627,-118.442221
4056,605,4056,34.04255,-118.444722
4057,605,4057,34.042591,-118.444675
4058,605,4058,34.042538,-118.444759
4059,605,4059,34.042627,-118.444613
4060,606,4060,34.140607,-118.375718
4061,606,4061,34.140655,-118.375685
4062,607,4062,34.140766,-118.375607
4063,607,4063,34.141081,-118.375392
4064,607,4064,34.141127,-118.37536
4065,607,4065,34.140894,-118.37552
4066,607,4066,34.14072,-118.375637
4067,608,4067,34.166947,-118.376388
4068,608,4068,34.166948,-118.376463
4069,608,4069,34.166949,-118.376981
4070,608,4070,34.16695,-118.377054
4071,608,4071,34.166951,-118.376699
4072,608,4072,34.166951,-118.377126
4073,608,4073,34.16695,-118.376751
4074,608,4074,34.16695,-118.376814
4075,609,4075,34.168251,-118.375731
4076,609,4076,34.168247,-118.375488
4077,609,4077,34.168251,-118.375829
4078,609,4078,34.168249,-118.37568
4079,609,4079,34.168251,-118.375883
4080,609,4080,34.168249,-118.375597
4081,609,4081,34.168251,-118.375783
4082,609,4082,34.168245,-118.375541
4083,610,4083,34.168231,-118.374796
4084,610,4084,34.168231,-118.374885
4085,610,4085,34.168232,-118.375246
4086,610,4086,34.168231,-118.375166
4087,610,4087,34.168232,-118.375397
4088,610,4088,34.168232,-118.375097
4089,610,4089,34.168231,-118.374947
4090,610,4090,34.168231,-118.375035
4091,610,4091,34.168231,-118.374739
4092,610,4092,34.168231,-118.375336
4093,611,4093,34.170057,-118.376853
4094,611,4094,34.170057,-118.376943
4095,611,4095,34.170057,-118.376701
4096,611,4096,34.170057,-118.376539
4097,611,4097,34.170057,-118.375903
4098,611,4098,34.170057,-118.375817
4099,611,4099,34.170057,-118.376791
4100,611,4100,34.170057,-118.376473
4101,611,4101,34.170057,-118.375761
4102,611,4102,34.170057,-118.375976
4103,611,4103,34.170057,-118.376632
4104,611,4104,34.170057,-118.376065
4105,612,4105,34.041147,-118.443544
4106,612,4106,34.041182,-118.443486
4107,613,4107,34.165,-118.375517
4108,613,4108,34.165001,-118.375608
4109,613,4109,34.165001,-118.375669
4110,614,4110,34.047366,-118.448678
4111,615,4111,34.04729,-118.448803
4112,615,4112,34.04732,-118.448751
4113,616,4113,34.039864,-118.442071
4114,616,4114,34.039743,-118.442273
4115,616,4115,34.039833,-118.442122
4116,617,4116,34.038711,-118.440651
4117,617,4117,34.03874,-118.440603
4118,618,4118,34.141729,-118.375087
4119,618,4119,34.14083,-118.37589
4120,618,4120,34.141076,-118.375676
4121,618,4121,34.141651,-118.375202
4122,618,4122,34.141798,-118.374958
4123,618,4123,34.141326,-118.375523
4124,618,4124,34.141029,-118.375706
4125,618,4125,34.141904,-118.374676
4126,618,4126,34.141883,-118.374746
4127,618,4127,34.14087,-118.375848
4128,618,4128,34.141855,-118.374826
4129,618,4129,34.140927,-118.375791
4130,618,4130,34.141835,-118.374879
4131,618,4131,34.140777,-118.375949
4132,618,4132,34.141263,-118.375565
4133,618,4133,34.140968,-118.375757
4134,618,4134,34.141768,-118.37502
4135,618,4135,34.141696,-118.375136
4136,619,4136,34.167053,-118.376884
4137,619,4137,34.167052,-118.37674
4138,619,4138,34.167053,-118.377101
4139,619,4139,34.167051,-118.376813
4140,619,4140,34.167054,-118.377027
4141,619,4141,34.167051,-118.376451
4142,619,4142,34.167052,-118.376358
4143,619,4143,34.16705,-118.376511
4144,619,4144,34.167051,-118.376297
4145,619,4145,34.167054,-118.377174
4146,619,4146,34.167053,-118.376957
4147,620,4147,34.157563,-118.378111
4148,620,4148,34.157563,-118.378027
4149,620,4149,34.157562,-118.37768
4150,620,4150,34.157562,-118.377741
4151,620,4151,34.157563,-118.378175
4152,620,4152,34.157563,-118.377959
4153,621,4153,34.167984,-118.377736
4154,621,4154,34.167985,-118.377947
4155,621,4155,34.167985,-118.377884
4156,621,4156,34.167985,-118.377647
4157,621,4157,34.167985,-118.3778
4158,621,4158,34.167985,-118.378033
4159,622,4159,34.167987,-118.378401
4160,622,4160,34.167988,-118.37849
4161,622,4161,34.167988,-118.378553
4162,622,4162,34.167987,-118.378645
4163,622,4163,34.167988,-118.378703
4164,623,4164,34.045866,-118.448115
4165,623,4165,34.045546,-118.44865
4166,623,4166,34.045675,-118.448437
4167,623,4167,34.045791,-118.44824
4168,623,4168,34.045705,-118.448386
4169,624,4169,34.040832,-118.443824
4170,625,4170,34.046918,-118.449179
4171,625,4171,34.046868,-118.44926
4172,625,4172,34.046836,-118.449314
4173,625,4173,34.046727,-118.449493
4174,625,4174,34.046945,-118.449132
4175,625,4175,34.046645,-118.449631
4176,625,4176,34.046602,-118.449704
4177,625,4177,34.046755,-118.449447
4178,625,4178,34.046678,-118.449578
4179,626,4179,34.039319,-118.442731
4180,626,4180,34.039286,-118.442786
4181,627,4181,34.038796,-118.44361
4182,627,4182,34.038824,-118.443561
4183,627,4183,34.038719,-118.443737
4184,627,4184,34.038602,-118.443927
4185,627,4185,34.038675,-118.443806
4186,627,4186,34.038571,-118.443977
4187,627,4187,34.038496,-118.4441
4188,627,4188,34.038531,-118.444044
4189,627,4189,34.038753,-118.443681
4190,627,4190,34.038643,-118.44386
4191,628,4191,34.150295,-118.378321
4192,628,4192,34.150295,-118.378256
4193,628,4193,34.150296,-118.378171
4194,628,4194,34.150296,-118.378106
4195,629,4195,34.043635,-118.44655
4196,629,4196,34.043665,-118.446501
4197,630,4197,34.043762,-118.446339
4198,631,4198,34.037161,-118.442729
4199,631,4199,34.037131,-118.442779
4200,631,4200,34.037271,-118.442547
4201,631,4201,34.037203,-118.442661
4202,631,4202,34.0373,-118.442496
4203,631,4203,34.037235,-118.442608
4204,632,4204,34.034817,-118.439233
4205,632,4205,34.034353,-118.440165
4206,632,4206,34.03442,-118.440032
4207,632,4207,34.034725,-118.439417
4208,632,4208,34.034447,-118.439978
4209,632,4209,34.034881,-118.439102
4210,632,4210,34.034752,-118.439363
4211,632,4211,34.034855,-118.439156
4212,632,4212,34.034946,-118.438972
4213,632,4213,34.035011,-118.438841
4214,632,4214,34.034984,-118.438895
4215,632,4215,34.03479,-118.439286
4216,632,4216,34.034512,-118.439848
4217,632,4217,34.034485,-118.439902
4218,632,4218,34.034315,-118.440241
4219,632,4219,34.034919,-118.439026
4220,632,4220,34.03425,-118.440372
4221,632,4221,34.03438,-118.440111
4222,632,4222,34.034288,-118.440295
4223,633,4223,34.046204,-118.449014
4224,633,4224,34.045805,-118.450447
4225,633,4225,34.046128,-118.449293
4226,633,4226,34.046145,-118.449229
4227,633,4227,34.04582,-118.450392
4228,633,4228,34.046245,-118.448863
4229,633,4229,34.045885,-118.450161
4230,633,4230,34.04622,-118.448952
4231,633,4231,34.046179,-118.449107
4232,633,4232,34.045925,-118.450015
4233,633,4233,34.045901,-118.450102
4234,633,4234,34.046163,-118.449164
4235,633,4235,34.046265,-118.44879
4236,633,4236,34.045842,-118.450315
4237,634,4237,34.03596,-118.441108
4238,634,4238,34.035988,-118.441058
4239,634,4239,34.035641,-118.441641
4240,634,4240,34.035839,-118.441314
4241,634,4241,34.035919,-118.441179
4242,634,4242,34.035681,-118.441574
4243,634,4243,34.035711,-118.441525
4244,634,4244,34.035884,-118.441239
4245,635,4245,34.140143,-118.377067
4246,635,4246,34.140224,-118.376531
4247,635,4247,34.139988,-118.378071
4248,635,4248,34.139955,-118.378284
4249,635,4249,34.139965,-118.378218
4250,635,4250,34.140049,-118.377686
4251,635,4251,34.140188,-118.376769
4252,635,4252,34.140165,-118.376921
4253,635,4253,34.140233,-118.376467
4254,635,4254,34.140155,-118.376985
4255,635,4255,34.140211,-118.376616
4256,635,4256,34.140026,-118.377834
4257,635,4257,34.140133,-118.37713
4258,635,4258,34.140201,-118.376683
4259,635,4259,34.13998,-118.378136
4260,635,4260,34.140177,-118.376835
4261,635,4261,34.140014,-118.377898
4262,635,4262,34.140039,-118.37775
4263,636,4263,34.16694,-118.378172
4264,636,4264,34.16694,-118.377802
4265,636,4265,34.166939,-118.37809
4266,636,4266,34.166939,-118.378603
4267,636,4267,34.166938,-118.37867
4268,636,4268,34.166941,-118.377588
4269,636,4269,34.166939,-118.378732
4270,636,4270,34.16694,-118.378384
4271,636,4271,34.16694,-118.377873
4272,636,4272,34.16694,-118.377655
4273,636,4273,34.166941,-118.377725
4274,637,4274,34.157726,-118.377704
4275,637,4275,34.157727,-118.377643
4276,637,4276,34.157726,-118.377806
4277,638,4277,34.045714,-118.448587
4278,638,4278,34.045586,-118.4488
4279,638,4279,34.045944,-118.448206
4280,639,4280,34.044609,-118.448794
4281,639,4281,34.044412,-118.449115
4282,639,4282,34.044681,-118.448671
4283,639,4283,34.044565,-118.448863
4284,639,4284,34.04449,-118.448986
4285,639,4285,34.045035,-118.448081
4286,639,4286,34.045004,-118.448131
4287,639,4287,34.044642,-118.448739
4288,639,4288,34.044712,-118.448619
4289,639,4289,34.044339,-118.449237
4290,639,4290,34.044455,-118.449044
4291,639,4291,34.045195,-118.447808
4292,639,4292,34.044536,-118.448912
4293,639,4293,34.044382,-118.449166
4294,639,4294,34.04529,-118.447654
4295,640,4295,34.046813,-118.449603
4296,640,4296,34.046914,-118.449432
4297,640,4297,34.046954,-118.449366
4298,640,4298,34.046842,-118.449553
4299,640,4299,34.047063,-118.449184
4300,640,4300,34.046706,-118.449775
4301,641,4301,34.039329,-118.442966
4302,641,4302,34.039401,-118.442842
4303,641,4303,34.039475,-118.442719
4304,641,4304,34.039359,-118.442912
4305,641,4305,34.039432,-118.442789
4306,641,4306,34.039506,-118.442667
4307,642,4307,34.037569,-118.442555
4308,642,4308,34.038036,-118.441774
4309,642,4309,34.037394,-118.442854
4310,642,4310,34.037991,-118.44185
4311,642,4311,34.037499,-118.442675
