,group,order,lat,long
359,61,359,34.074735,-118.343914
360,61,360,34.074179,-118.343914
361,61,361,34.074596,-118.343914
362,62,362,34.07585,-118.367904
363,62,363,34.075722,-118.367902
364,62,364,34.075795,-118.367902
365,63,365,34.075778,-118.373095
366,63,366,34.075705,-118.373095
367,64,367,34.075725,-118.36994
368,64,368,34.075801,-118.36994
369,64,369,34.075855,-118.369941
370,65,370,34.059698,-118.237667
371,65,371,34.059718,-118.237722
372,66,372,34.073227,-118.373088
373,66,373,34.073284,-118.373089
374,67,374,34.076333,-118.383639
375,67,375,34.075924,-118.383645
376,67,376,34.074986,-118.383661
377,67,377,34.074072,-118.383675
378,67,378,34.074652,-118.383668
379,67,379,34.075984,-118.383644
380,67,380,34.075729,-118.383649
381,67,381,34.074394,-118.383671
382,67,382,34.074912,-118.383662
383,67,383,34.074861,-118.383664
384,67,384,34.075047,-118.383658
385,67,385,34.076192,-118.383641
386,67,386,34.076255,-118.38364
387,67,387,34.074783,-118.383666
388,67,388,34.074125,-118.383673
389,67,389,34.075647,-118.383651
390,67,390,34.074466,-118.38367
391,67,391,34.074721,-118.383666
392,67,392,34.074336,-118.383672
393,67,393,34.076384,-118.383639
394,67,394,34.074197,-118.383672
395,67,395,34.07452,-118.383669
396,67,396,34.074597,-118.383669
397,67,397,34.074255,-118.383672
398,68,398,34.108314,-118.194942
399,68,399,34.10827,-118.194911
400,69,400,34.048108,-118.239206
401,69,401,34.047997,-118.239221
402,69,402,34.047924,-118.239232
403,69,403,34.048298,-118.239177
404,69,404,34.048374,-118.239166
405,69,405,34.048246,-118.239185
406,69,406,34.048427,-118.239158
407,69,407,34.048048,-118.239214
408,69,408,34.048172,-118.239196
409,70,409,34.049949,-118.241113
410,70,410,34.050046,-118.241026
411,70,411,34.049695,-118.241298
412,70,412,34.049532,-118.24142
413,70,413,34.049424,-118.241496
414,70,414,34.049595,-118.241378
415,70,415,34.049988,-118.241077
416,70,416,34.049638,-118.241349
417,70,417,34.049488,-118.241452
418,71,418,34.071751,-118.291553
419,71,419,34.072015,-118.291554
420,71,420,34.071066,-118.29155
421,71,421,34.0706,-118.29155
422,71,422,34.070802,-118.291549
423,71,423,34.07111,-118.291551
424,71,424,34.07086,-118.29155
425,71,425,34.07092,-118.29155
426,71,426,34.070726,-118.29155
427,71,427,34.071241,-118.291552
428,71,428,34.071196,-118.291552
429,71,429,34.070971,-118.29155
430,71,430,34.071936,-118.291554
431,71,431,34.070673,-118.29155
432,71,432,34.071659,-118.291553
433,71,433,34.071881,-118.291553
434,71,434,34.071808,-118.291554
435,72,435,34.071777,-118.309031
436,72,436,34.071378,-118.309029
437,72,437,34.071642,-118.30903
438,72,438,34.071433,-118.30903
439,72,439,34.071304,-118.309028
440,72,440,34.072245,-118.309035
441,72,441,34.071508,-118.309031
442,72,442,34.071688,-118.309031
443,73,443,34.071378,-118.34391
444,73,444,34.071859,-118.343911
445,73,445,34.071991,-118.343911
446,73,446,34.071436,-118.34391
447,73,447,34.071722,-118.343909
448,73,448,34.072046,-118.34391
449,73,449,34.072897,-118.343911
450,73,450,34.071564,-118.34391
451,73,451,34.072175,-118.343911
452,73,452,34.072512,-118.343911
453,73,453,34.071516,-118.34391
454,73,454,34.072305,-118.343912
455,73,455,34.072568,-118.343911
456,73,456,34.072249,-118.343912
457,73,457,34.071785,-118.343912
458,73,458,34.072648,-118.343913
459,73,459,34.073181,-118.343911
460,73,460,34.073125,-118.343913
461,73,461,34.073052,-118.343911
462,73,462,34.072122,-118.343911
463,73,463,34.072977,-118.343911
464,74,464,34.073011,-118.369938
465,74,465,34.072962,-118.369936
466,75,466,33.987243,-118.471043
467,75,467,33.987264,-118.471196
468,75,468,33.987233,-118.470977
469,75,469,33.987256,-118.471134
470,76,470,34.036077,-118.261694
471,76,471,34.036389,-118.26225
472,76,472,34.036431,-118.262322
473,76,473,34.036615,-118.262653
474,76,474,34.035847,-118.261288
475,76,475,34.03646,-118.262375
476,76,476,34.03636,-118.262199
477,76,477,34.036049,-118.261646
478,76,478,34.036587,-118.262602
479,76,479,34.035949,-118.261472
480,77,480,34.035625,-118.262739
481,77,481,34.035929,-118.263276
482,77,482,34.035199,-118.261984
483,77,483,34.035666,-118.262813
484,77,484,34.035696,-118.262864
485,77,485,34.035057,-118.261731
486,77,486,34.035857,-118.263149
487,77,487,34.035739,-118.262939
488,77,488,34.0359,-118.263224
489,77,489,34.035273,-118.262116
490,78,490,34.035113,-118.263594
491,78,491,34.035184,-118.263721
492,78,492,34.035154,-118.263667
493,79,493,34.034679,-118.262834
494,79,494,34.034363,-118.262274
495,79,495,34.034486,-118.262487
496,80,496,34.033048,-118.26358
497,80,497,34.033259,-118.263957
498,80,498,34.033078,-118.263635
499,80,499,34.033005,-118.263508
500,80,500,34.033231,-118.263908
501,80,501,34.032976,-118.263453
502,80,502,34.033116,-118.263703
503,81,503,34.032525,-118.26451
504,81,504,34.032555,-118.264562
505,81,505,34.032485,-118.264442
506,82,506,34.027862,-118.267772
507,82,507,34.027836,-118.267716
508,82,508,34.027676,-118.267361
509,82,509,34.027652,-118.267307
510,83,510,34.106053,-118.20106
511,83,511,34.105881,-118.200933
512,83,512,34.106001,-118.20102
513,84,513,34.108522,-118.195797
514,84,514,34.108571,-118.195831
515,84,515,34.108461,-118.195753
516,85,516,34.109275,-118.194532
517,85,517,34.109228,-118.1945
518,85,518,34.109177,-118.194466
519,86,519,34.109784,-118.193103
520,86,520,34.109729,-118.193063
521,86,521,34.109835,-118.19314
522,87,522,34.110414,-118.192159
523,87,523,34.110653,-118.19233
524,87,524,34.110355,-118.192119
525,87,525,34.110238,-118.192034
526,87,526,34.110465,-118.192196
527,88,527,34.110778,-118.190881
528,88,528,34.110996,-118.191035
529,88,529,34.110897,-118.190962
530,88,530,34.110847,-118.190927
531,88,531,34.111047,-118.191071
532,89,532,34.037432,-118.261902
533,89,533,34.03732,-118.261701
534,89,534,34.037389,-118.261826
535,89,535,34.03736,-118.261774
536,90,536,34.038373,-118.260681
537,90,537,34.037882,-118.259916
538,90,538,34.037914,-118.259967
539,90,539,34.038452,-118.260801
540,90,540,34.038542,-118.260943
541,90,541,34.038419,-118.26075
542,90,542,34.037804,-118.259796
543,90,543,34.037836,-118.259847
544,91,544,34.048466,-118.247857
545,91,545,34.048605,-118.248077
546,91,546,34.048637,-118.248127
547,91,547,34.048491,-118.247896
548,91,548,34.048566,-118.248014
549,92,549,34.046967,-118.249078
550,92,550,34.046813,-118.24884
551,92,551,34.046893,-118.248965
552,92,552,34.046781,-118.24879
553,92,553,34.04686,-118.248915
554,92,554,34.046935,-118.249029
555,93,555,34.047096,-118.249285
556,93,556,34.047209,-118.249461
557,93,557,34.04713,-118.249338
558,93,558,34.047173,-118.249404
559,94,559,34.042115,-118.255872
560,94,560,34.04179,-118.255377
561,94,561,34.041821,-118.255425
562,95,562,33.778415,-118.263185
563,95,563,33.778451,-118.262509
564,95,564,33.778442,-118.262665
565,95,565,33.778404,-118.263394
566,95,566,33.778446,-118.262595
567,95,567,33.778412,-118.263258
568,95,568,33.778407,-118.263334
569,95,569,33.778437,-118.262743
570,96,570,33.781134,-118.263073
571,96,571,33.781146,-118.262854
572,96,572,33.781151,-118.262758
573,96,573,33.781138,-118.263007
574,96,574,33.781142,-118.262925
575,97,575,33.979931,-118.465085
576,97,576,33.979974,-118.46501
577,97,577,33.980059,-118.464861
578,97,578,33.979898,-118.465142
579,98,579,34.028963,-118.518052
580,98,580,34.028891,-118.518171
581,98,581,34.028922,-118.518119
582,98,582,34.028601,-118.518654
583,99,583,34.028501,-118.518816
584,100,584,34.046858,-118.24718
585,100,585,34.046817,-118.247146
586,101,586,34.027284,-118.284922
587,101,587,34.027284,-118.284295
588,101,588,34.027284,-118.284361
589,101,589,34.027284,-118.284826
590,101,590,34.027284,-118.28478
591,101,591,34.027284,-118.284456
592,101,592,34.027284,-118.284522
593,101,593,34.027284,-118.284615
594,102,594,33.963575,-118.292296
595,102,595,33.963576,-118.292359
596,103,596,33.961795,-118.292174
597,103,597,33.961796,-118.292235
598,104,598,33.962687,-118.292064
599,104,599,33.962687,-118.292128
600,105,600,33.960902,-118.292213
601,105,601,33.960901,-118.292063
602,105,602,33.9609,-118.292115
603,106,603,34.05073,-118.280363
604,106,604,34.050991,-118.280197
605,106,605,34.050766,-118.280341
606,106,606,34.051033,-118.280169
607,107,607,34.076584,-118.263978
608,107,608,34.077189,-118.263606
609,107,609,34.07725,-118.26357
610,108,610,34.049454,-118.275465
611,108,611,34.049255,-118.275597
612,108,612,34.049499,-118.275434
613,108,613,34.049389,-118.275508
614,109,614,34.077461,-118.261945
615,110,615,34.055866,-118.209018
616,110,616,34.0566,-118.208555
617,110,617,34.055975,-118.208952
618,110,618,34.0561,-118.208871
619,110,619,34.055915,-118.208988
620,110,620,34.0558,-118.20906
621,110,621,34.056203,-118.208805
622,110,622,34.056723,-118.208478
623,110,623,34.05631,-118.208738
624,110,624,34.056424,-118.208667
625,110,625,34.056768,-118.208448
626,110,626,34.056466,-118.20864
627,110,627,34.056143,-118.208844
628,110,628,34.056833,-118.208408
629,111,629,34.01203,-118.292421
630,111,630,34.01203,-118.29218
631,111,631,34.01203,-118.29233
632,111,632,34.012029,-118.292272
633,111,633,34.012031,-118.292871
634,111,634,34.01203,-118.29189
635,111,635,34.01203,-118.292484
636,111,636,34.01203,-118.291979
637,111,637,34.01203,-118.29212
638,112,638,34.061684,-118.446349
639,112,639,34.061114,-118.445862
640,112,640,34.061014,-118.445777
641,112,641,34.061531,-118.446218
642,112,642,34.061477,-118.446172
643,112,643,34.061639,-118.446312
644,112,644,34.060967,-118.445738
645,112,645,34.061065,-118.445821
646,112,646,34.061174,-118.445915
647,112,647,34.061215,-118.445951
648,112,648,34.061583,-118.446263
649,113,649,34.049646,-118.276837
650,113,650,34.049503,-118.276929
651,113,651,34.049694,-118.276806
652,114,652,34.035527,-118.245728
653,114,653,34.035564,-118.245773
654,114,654,34.03536,-118.245527
655,114,655,34.035672,-118.245902
656,115,656,34.090542,-118.295974
657,115,657,34.090597,-118.295975
658,116,658,34.055929,-118.364768
659,116,659,34.056349,-118.364574
660,116,660,34.056713,-118.364407
661,116,661,34.057199,-118.364183
662,116,662,34.055979,-118.364745
663,116,663,34.057444,-118.364071
664,116,664,34.056594,-118.364463
665,116,665,34.057373,-118.364103
666,116,666,34.056469,-118.364519
667,116,667,34.056173,-118.364655
668,116,668,34.057686,-118.36396
669,116,669,34.056665,-118.36443
670,116,670,34.057126,-118.364217
671,116,671,34.056543,-118.364485
672,116,672,34.057321,-118.364126
673,116,673,34.056049,-118.364712
674,116,674,34.057494,-118.364046
675,116,675,34.057251,-118.364159
676,116,676,34.056223,-118.364634
677,116,677,34.057567,-118.364014
678,116,678,34.057617,-118.363991
679,116,679,34.056295,-118.3646
680,116,680,34.056099,-118.364689
681,116,681,34.056418,-118.364542
682,117,682,34.056956,-118.364296
683,117,683,34.057079,-118.364241
684,117,684,34.057007,-118.364271
685,118,685,34.060888,-118.446906
686,118,686,34.061563,-118.447486
687,118,687,34.060826,-118.446852
688,118,688,34.061607,-118.447525
689,118,689,34.061672,-118.44758
690,118,690,34.061462,-118.4474
691,118,691,34.060506,-118.446577
692,118,692,34.060673,-118.446722
693,118,693,34.060614,-118.446668
694,118,694,34.061714,-118.447617
695,118,695,34.061501,-118.447432
696,118,696,34.06094,-118.44695
697,118,697,34.060995,-118.446998
698,118,698,34.060567,-118.446629
699,118,699,34.061041,-118.447037
700,118,700,34.060719,-118.446761
701,118,701,34.06178,-118.447674
702,118,702,34.061824,-118.447713
703,119,703,34.061111,-118.444313
704,119,704,34.061889,-118.444125
705,119,705,34.061526,-118.444215
706,119,706,34.061147,-118.444304
707,119,707,34.061469,-118.44423
708,119,708,34.061926,-118.444115
709,119,709,34.061797,-118.444143
710,119,710,34.061635,-118.44419
711,119,711,34.061855,-118.444134
712,119,712,34.061763,-118.444152
713,119,713,34.061728,-118.444159
714,119,714,34.06156,-118.444208
715,119,715,34.061596,-118.444198
716,119,716,34.061044,-118.444329
717,119,717,34.061186,-118.444296
718,119,718,34.06143,-118.444238
719,119,719,34.061689,-118.44417
720,119,720,34.061078,-118.444321
721,119,721,34.061962,-118.444108
722,120,722,34.089083,-118.338476
723,120,723,34.089736,-118.338477
724,120,724,34.089164,-118.338476
725,120,725,34.090038,-118.338478
726,120,726,34.089457,-118.338476
727,120,727,34.089597,-118.338477
728,120,728,34.089513,-118.338476
729,120,729,34.089249,-118.338477
730,120,730,34.089789,-118.338476
731,121,731,34.061108,-118.441613
732,121,732,34.061325,-118.441573
733,121,733,34.060776,-118.441705
734,121,734,34.061397,-118.441564
735,121,735,34.060954,-118.441643
736,121,736,34.061271,-118.441584
737,121,737,34.060905,-118.441658
738,121,738,34.060828,-118.441684
739,121,739,34.06105,-118.441622
740,122,740,34.051605,-118.263384
741,122,741,34.05158,-118.263322
742,123,742,34.051391,-118.262823
743,123,743,34.05137,-118.262768
744,123,744,34.051443,-118.262958
745,123,745,34.05134,-118.262687
746,123,746,34.051266,-118.262492
747,123,747,34.051318,-118.262629
748,123,748,34.051549,-118.263241
749,123,749,34.051421,-118.262902
750,123,750,34.051286,-118.262545
751,124,751,34.056378,-118.209846
752,124,752,34.056929,-118.209497
753,124,753,34.056589,-118.209714
754,124,754,34.057041,-118.209428
755,124,755,34.056329,-118.209875
756,124,756,34.056703,-118.209643
757,124,757,34.056747,-118.209616
758,124,758,34.056264,-118.209917
759,124,759,34.056638,-118.209684
760,124,760,34.056996,-118.209456
761,125,761,34.051932,-118.281062
762,125,762,34.051627,-118.281264
763,125,763,34.051421,-118.281399
764,125,764,34.051574,-118.281299
765,125,765,34.051882,-118.281092
766,125,766,34.051771,-118.281164
767,125,767,34.051819,-118.281133
768,125,768,34.051375,-118.281427
769,126,769,34.090211,-118.33621
770,126,770,34.089887,-118.336207
771,126,771,34.090502,-118.336212
772,126,772,34.089256,-118.336203
773,126,773,34.089807,-118.336207
774,126,774,34.09007,-118.336208
775,126,775,34.089932,-118.336208
776,126,776,34.089174,-118.336203
777,126,777,34.089432,-118.336204
778,126,778,34.08951,-118.336206
779,126,779,34.090449,-118.336212
780,126,780,34.089117,-118.336204
781,126,781,34.089303,-118.336203
782,126,782,34.090018,-118.336207
783,126,783,34.089382,-118.336205
784,126,784,34.090147,-118.336209
785,127,785,34.013166,-118.291868
786,127,786,34.013166,-118.291792
787,128,787,34.090288,-118.327675
788,128,788,34.090399,-118.327676
789,128,789,34.090467,-118.327678
790,129,790,34.090396,-118.340367
791,129,791,34.090268,-118.340368
792,129,792,34.090322,-118.340368
793,130,793,34.090509,-118.337368
794,130,794,34.090371,-118.337369
795,130,795,34.090432,-118.337366
796,131,796,34.067304,-118.235181
797,131,797,34.067391,-118.235073
798,131,798,34.067442,-118.235008
799,131,799,34.067657,-118.234738
800,131,800,34.067166,-118.235351
801,131,801,34.067479,-118.234962
802,131,802,34.067619,-118.234786
803,131,803,34.06753,-118.234897
804,131,804,34.067567,-118.234851
805,131,805,34.067353,-118.235118
806,132,806,34.057631,-118.362844
807,132,807,34.057589,-118.362864
808,133,808,34.031336,-118.244425
809,133,809,34.031388,-118.244395
810,133,810,34.031175,-118.244521
811,133,811,34.031125,-118.244549
812,133,812,34.031451,-118.244358
813,134,813,34.034248,-118.250696
814,134,814,34.034142,-118.250774
815,134,815,34.034425,-118.250569
816,134,816,34.034188,-118.250741
817,134,817,34.034361,-118.250615
818,134,818,34.034295,-118.250661
819,134,819,34.034468,-118.250536
820,135,820,34.0434,-118.263551
