Route No,Council District,Time Start,Time End,Boundaries
1P365 M,15,8:00 AM,10:00 AM,Lomita Bl to PCH- Avalon Bl to Wilmington Bl
1P365 Tu,15,8:00 AM,10:00 AM,Lomita Bl to PCH- Avalon Bl to Wilmington Bl
20P215 F,6/7,10:00 AM,12:00 PM,Nordhoff St. to Lanark St. / Noble Av. to Orion Av.
20P215 M,6/7,10:00 AM,12:00 PM,Nordhoff St. to Lanark St. / Noble Av. to Orion Av.
20P216A F,2/6,8:00 AM,10:00 AM,Cantara St. to Sherman Way / Ventura Cyn. To Van Nuys Bl.
20P216A M,2/6,8:00 AM,10:00 AM,Cantara St. to Sherman Way / Ventura Cyn. To Van Nuys Bl.
20P216B F,2/6,8:00 AM,10:00 AM,Sherman Way to Victory Bl. / Fulton Av. to Van Nuys Bl.
20P216B M,2/6,8:00 AM,10:00 AM,Sherman Way to Victory Bl. / Fulton Av. to Van Nuys Bl.
20P301 F,2/6,10:00 AM,12:00 PM,Victory Bl. Ventura Fwy. / Tyrone Av. to Coldwater Cyn.
20P301 M,2/6,10:00 AM,12:00 PM,Victory Bl. Ventura Fwy. / Tyrone Av. to Coldwater Cyn.
20P302 F,4/6,12:00 PM,2:00 PM,Oxnard St. to Camarillo St. / Matilija Av. to Sepulveda Bl.
20P302 M,4/6,12:00 PM,2:00 PM,Oxnard St. to Camarillo St. / Matilija Av. to Sepulveda Bl.
20P303 M,4/6,8:00 AM,10:00 AM,Oxnard St. to Burbank Bl. / Woodman Av. to Hazeltine Av.
20P303 Tu,46,8:00 AM,10:00 AM,Oxnard St. to Burbank Bl. / Woodman Av. to Hazeltine Av.
20P360 F,2/6,8:00 AM,10:00 AM,Arleta Av. to Raymer St. / Van Nuys Bl. to Noble Av.
20P360 M,2/6,8:00 AM,10:00 AM,Arleta Av. to Raymer St. / Van Nuys Bl. to Noble Av.
20P361 F,6,12:00 PM,2:00 PM,Marson St. to Sylvan St. / Van Nuys Bl to 405 Fwy.
20P361 M,6,12:00 PM,2:00 PM,Marson St. to Sylvan St. / Van Nuys Bl to 405 Fwy.
20P362 M,6,12:00 PM,2:00 PM,Sepulveda Bl. to 405 Fwy. / Sherman Way to Victory Bl.
20P362 Tu,6,12:00 PM,2:00 PM,Sepulveda Bl. to 405 Fwy. / Sherman Way to Victory Bl.
20P363 M,6,10:00 AM,12:00 PM,Victory Bl. to Sherman Way / Kester Av. to Sepulveda Bl.
20P363 Tu,6,10:00 AM,12:00 PM,Victory Bl. to Sherman Way / Kester Av. to Sepulveda Bl.
20P364 M,6,8:00 AM,10:00 AM,Sherman Way to Vanowen St. / Van Nuys Bl. to Kester Av.
20P364 Tu,6,8:00 AM,10:00 AM,Sherman Way to Vanowen St. / Van Nuys Bl. to Kester Av.
20P365 M,6,8:00 AM,10:00 AM,Vanowen St. to Victory Bl. / Van Nuys Bl. to Kester Av.
20P365 Tu,6,8:00 AM,10:00 AM,Vanowen St. to Victory Bl. / Van Nuys Bl. to Kester Av.
20P366 M,2,12:00 PM,2:00 PM,Sherman Way to Vanowen St. / Woodman Av. to Hazeltine Avv.
20P366 Tu,2,12:00 PM,2:00 PM,Sherman Way to Vanowen St. / Woodman Av. to Hazeltine Avv.
20P367  M,6,12:00 PM,2:00 PM,Sherman Way to Vanowen St. / Hazeltine Av. to Van Nuys Bl.
20P367 Tu,6,12:00 PM,2:00 PM,Sherman Way to Vanowen St. / Hazeltine Av. to Van Nuys Bl.
20P368 M,6,10:00 AM,12:00 PM,Vanowen St to Victory Bl. / Hazeltine Av. to Van Nuys Bl.
20P368 Tu,6,10:00 AM,12:00 PM,Vanowen St to Victory Bl. / Hazeltine Av. to Van Nuys Bl.
20P369 M,6,10:00 AM,12:00 PM,Victory Bl. to Oxnard St. / Hazeltine Av. to Van Nuys Bl.
20P369 Tu,6,10:00 AM,12:00 PM,Victory Bl. to Oxnard St. / Hazeltine Av. to Van Nuys Bl.
20P370 M,6,8:00 AM,10:00 AM,Victory Bl. to Oxnard St. / Van Nuys Bl. to Kester Av.
20P370 Tu,6,8:00 AM,10:00 AM,Victory Bl. to Oxnard St. / Van Nuys Bl. to Kester Av.
20P371 M,6,8:00 AM,10:00 AM,Victory Bl. to Oxnard St. / Kester Av. to 405 Fwy.
20P371 Tu,6,8:00 AM,10:00 AM,Victory Bl. to Oxnard St. / Kester Av. to 405 Fwy.
20P372 M,4,12:00 PM,2:00 PM,Oxnard St. to Burbank Bl. / Hazeltine Av. to Van Nuys Bl.
20P372 Tu,4,12:00 PM,2:00 PM,Oxnard St. to Burbank Bl. / Hazeltine Av. to Van Nuys Bl.
20P373 M,4,12:00 PM,2:00 PM,Burbank Bl. to Magnolia Bl. / Hazeltine Av. to Van Nuys Bl.
20P373 Tu,4,12:00 PM,2:00 PM,Burbank Bl. to Magnolia Bl. / Hazeltine Av. to Van Nuys Bl.
20P374 M,4,10:00 AM,12:00 PM,Oxnard St. to Burbank Bl. / Van Nuys Bl to Kester AV.
20P374 Tu,4,10:00 AM,12:00 PM,Oxnard St. to Burbank Bl. / Van Nuys Bl to Kester AV.
20P375 M,4,10:00 AM,12:00 PM,Burbank Bl. to Magnolia Bl. / Van Nuys Bl. to Kester Av.
20P375 Tu,4,10:00 AM,12:00 PM,Burbank Bl. to Magnolia Bl. / Van Nuys Bl. to Kester Av.
20P376 M,4,8:00 AM,10:00 AM,Oxnard St. to Burbank Bl. / Kester Av. to Sepulveda Bl.
20P376 Tu,4,8:00 AM,10:00 AM,Oxnard St. to Burbank Bl. / Kester Av. to Sepulveda Bl.
20P377 M,4,8:00 AM,10:00 AM,Burbank Bl. to Magnolia Bl. / Kester Av. to Sepulveda Bl.
20P377 Tu,4,8:00 AM,10:00 AM,Burbank Bl. to Magnolia Bl. / Kester Av. to Sepulveda Bl.
21P189 F,3,8:00 AM,10:00 AM,WILBUR AV./ ETIWANDA AV. TO BALBOA AV. / VICTORY BL. TO BURBANK BL.
21P189 M,3,8:00 AM,10:00 AM,WILBUR AV./ ETIWANDA AV. TO BALBOA AV. / VICTORY BL. TO BURBANK BL.
21P190 Tu,3/5,8:00 AM,10:00 AM,OXNARD ST. TO VENTURA FRWY./ WHITE OAK AV. TO ETIWANDA AV.
21P190 W,3/5,8:00 AM,10:00 AM,OXNARD ST. TO VENTURA FRWY./ WHITE OAK AV. TO ETIWANDA AV.
21P191 Tu,5,10:00 AM,12:00 PM,OXNARD ST TO BURBANK BL ./  LOUISE AV. TO WHITE OAK AV.
21P191 W,5,10:00 AM,12:00 PM,OXNARD ST TO BURBANK BL ./  LOUISE AV. TO WHITE OAK AV.
21P192 Tu,5,12:00 PM,2:00 PM,OXNARD ST TO BURBANK BL ./ WISH AV. TO LOUISE AV.
21P192 W,5,12:00 PM,2:00 PM,OXNARD ST TO BURBANK BL ./ WISH AV. TO LOUISE AV.
21P300 F,3/6,8:00 AM,11:00 AM,HASKEL AV. TO LINDLEY AV./SATICOY ST. TO VICTORY BL.
21P300 M,3/6,8:00 AM,11:00 AM,HASKEL AV. TO LINDLEY AV./SATICOY ST. TO VICTORY BL.
21P301 F,3/6,12:00 PM,2:00 PM,VANOWEN ST TO VICTORY BL./WOODLEY AV. TO SAN DIEGO FRWY.
21P301 M,3/6,12:00 PM,2:00 PM,VANOWEN ST TO VICTORY BL./WOODLEY AV. TO SAN DIEGO FRWY.
21P359 F,3,8:00 AM,10:00 AM,WYANDOTE ST. TO VICTORY BL./YOLANDA AV. TO CORBIN AV.
21P359 W,3,8:00 AM,10:00 AM,WYANDOTE ST. TO VICTORY BL./YOLANDA AV. TO CORBIN AV.
21P360 F,3,8:00 AM,10:00 AM,ROSCOE BL. TO VICTORY BL./LINDLEY AV. TO WILBUR AV.
21P360 W,3,8:00 AM,10:00 AM,ROSCOE BL. TO VICTORY BL./LINDLEY AV. TO WILBUR AV.
22P188 F,12,8:00 AM,10:00 AM,RINALDI ST. TO ROSCOE BL./HASKEL AV. TO BALBOA BL.
22P188 M,12,8:00 AM,10:00 AM,RINALDI ST. TO ROSCOE BL./HASKEL AV. TO BALBOA BL.
22P189 F,12,10:00 AM,12:00 PM,Los Alimos to Plummer st./Balboa av. To Lindley av.
22P189 Th,12,10:00 AM,12:00 PM,Los Alimos to Plummer st./Balboa av. To Lindley av.
22P190 M,12,8:00 AM,10:00 AM,Rinaldi st. to Sqn Fernando Mission bl./Sepulveda bl. To Haskel av.
22P190 Tu,12,8:00 AM,10:00 AM,Rinaldi st. to Sqn Fernando Mission bl./Sepulveda bl. To Haskel av.
22P192 F,12,8:00 AM,10:00 AM,Rinaldi st. to San Fernando Mission bl./Balboa bl. To Louise av.
22P192 Th,12,8:00 AM,10:00 AM,Rinaldi st. to San Fernando Mission bl./Balboa bl. To Louise av.
22P193 M,12,8:00 AM,10:00 AM,San Fernando Mission Bl. To Chatsworth st./Sepulveda bl. To Haskel av.
22P193 Tu,12,8:00 AM,10:00 AM,San Fernando Mission Bl. To Chatsworth st./Sepulveda bl. To Haskel av.
22P194 M,12,10:00 AM,12:00 PM,San Fernando Mission bl. To Chatsworth st. / Haskel av. To Woodley av.
22P194 Tu,12,10:00 AM,12:00 PM,San Fernando Mission bl. To Chatsworth st. / Haskel av. To Woodley av.
22P195 M,12,12:00 PM,2:00 PM,San Fernando Mission bl. To Chatsworth st. / Woodley av. To Hayvenhurst av.
22P195 Tu,12,12:00 PM,2:00 PM,San Fernando Mission bl. To Chatsworth st. / Woodley av. To Hayvenhurst av.
22P196 M,12,12:00 PM,2:00 PM,Chatsworth st. to devonshire st./Sepulveda bl. To Haskel av.
22P196 Tu,12,12:00 PM,2:00 PM,Chatsworth st. to devonshire st./Sepulveda bl. To Haskel av.
22P197 M,12,12:00 PM,2:00 PM,Chatsworth st. to Devonshire st./Haskel av. To Woodley av.
22P197 Tu,12,12:00 PM,2:00 PM,Chatsworth st. to Devonshire st./Haskel av. To Woodley av.
22P198 M,12,12:00 PM,2:00 PM,Chatsworth st. to Devonshire st./Woodley av. To Hayvenhurst
22P198 Tu,12,12:00 PM,2:00 PM,Chatsworth st. to Devonshire st./Woodley av. To Hayvenhurst
22P199 M,12,8:00 AM,10:00 AM,Devonshire st. to Lassen st. / Sepulveda bl. To Haskel av.
22P199 Tu,12,8:00 AM,10:00 AM,Devonshire st. to Lassen st. / Sepulveda bl. To Haskel av.
22P200 M,12,10:00 AM,12:00 PM,Devonshire st. to Lassen st. / Woodley av. To Hayvenhurst av.
22P200 Tu,12,10:00 AM,12:00 PM,Devonshire st. to Lassen st. / Woodley av. To Hayvenhurst av.
22P201 M,12,12:00 PM,2:00 PM,Devonshire st. to Lassen st. / Woodley av. To Hayvenhurst av.
22P201 Tu,12,12:00 PM,2:00 PM,Devonshire st. to Lassen st. / Woodley av. To Hayvenhurst av.
22P203 M,12,10:00 AM,12:00 PM,Chatsworth st. to devonshire st. / Hayvenhurst av. To Balboa bl.
22P203 Tu,12,10:00 AM,12:00 PM,Chatsworth st. to devonshire st. / Hayvenhurst av. To Balboa bl.
22P204 M,12,8:00 AM,10:00 AM,San Fernando Mission bl. To Chatsworth st./Hayvenhurst av. To Balboa bl.
22P204 Tu,12,8:00 AM,10:00 AM,San Fernando Mission bl. To Chatsworth st./Hayvenhurst av. To Balboa bl.
22P206 F,12,10:00 AM,12:00 PM,Rinaldi st. to San Fernando Mission bl./Balboa bl. To Louise av.
22P206 Th,12,10:00 AM,12:00 PM,Rinaldi st. to San Fernando Mission bl./Balboa bl. To Louise av.
22P207 M,12,8:00 AM,10:00 AM,San Fernando Mission bl. To Chatsworth st./ Balboa bl. To Louise av.
22P207 Tu,12,8:00 AM,10:00 AM,San Fernando Mission bl. To Chatsworth st./ Balboa bl. To Louise av.
22P208 M,12,10:00 AM,12:00 PM,Chatsworth st. to Devonshire st. / Balboa bl. To Louise av.
22P208 Tu,12,10:00 AM,12:00 PM,Chatsworth st. to Devonshire st. / Balboa bl. To Louise av.
23P187  Th,3,8:00 AM,11:00 AM,San Jose st. to Roscoe bl. / Oakdale av. To Topanga Canyon bl.
4P108 Tu,13,8:00 AM,11:00 AM,Hoover st to Shatto Pl- 1st to 6th st
23P187 F,3,8:00 AM,11:00 AM,San Jose st. to Roscoe bl. / Oakdale av. To Topanga Canyon bl.
23P188 Th,3,8:00 AM,10:00 AM,Parthenia st. to Roscoe bl. / Mason av. To De Soto av.
23P188 W,3,8:00 AM,10:00 AM,Parthenia st. to Roscoe bl. / Mason av. To De Soto av.
23P194 F,3,12:00 PM,2:00 PM,Parthenia st. to Roscoe bl. / Lindley av. To Reseda bl.
23P194 Th,3,12:00 PM,2:00 PM,Parthenia st. to Roscoe bl. / Lindley av. To Reseda bl.
23P303 F,3,10:00 AM,1:00 PM,Chatsworth st. to Roscoe bl. / Lindley av. To Tampa av.
23P303 Th,3,10:00 AM,1:00 PM,Chatsworth st. to Roscoe bl. / Lindley av. To Tampa av.
24P190 Th,3,8:00 AM,10:00 AM,Saticoy st. To Deering av. / Winnetka av. To Variel av.
24P190 W,3,8:00 AM,10:00 AM,Saticoy st. To Deering av. / Winnetka av. To Variel av.
24P299 Tu,3,8:00 AM,10:00 AM,Vanowen st. to Ventura bl. / Topanga Canyon  bl. To Manton av.
24P299M,3,8:00 AM,10:00 AM,Vanowen st. to Ventura bl. / Topanga Canyon  bl. To Manton av.
24P300 Th,3,8:00 AM,10:00 AM,Saticoy St. to Sherman Way / Canoga av. To Topanga Canyon bl.
24P300 W,3,8:00 AM,10:00 AM,Saticoy St. to Sherman Way / Canoga av. To Topanga Canyon bl.
24P301 Th,3,9:00 AM,11:00 AM,Roscoe bl. To Saticoy st. / Variel av. To Topanga Canyon Bl.
24P301 W,3,9:00 AM,11:00 AM,Roscoe bl. To Saticoy st. / Variel av. To Topanga Canyon Bl.
24P302 M,3/12,12:00 PM,2:00 PM,Fallbrook av. / Roscoe bl. To Ventura Fwy. & Bigler st. Dunman av. To Abbyville av.
24P302 Tu,3/12,12:00 PM,2:00 PM,Fallbrook av. / Roscoe bl. To Ventura Fwy. & Bigler st. Dunman av. To Abbyville av.
24P303 M,3,10:00 AM,12:00 PM,Saticoy st. to Sherman Way / Topanga Canyon bl.
24P303 Tu,3,10:00 AM,12:00 PM,Saticoy st. to Sherman Way / Topanga Canyon bl.
24P304 Th,3,10:00 AM,12:00 PM,Mason av. To De Soto av. / Saticoy st. to Sherman way
24P304 W,3,10:00 AM,12:00 PM,Mason av. To De Soto av. / Saticoy st. to Sherman way
24P305 Th,3,8:00 AM,10:00 AM,Saticoy st. to Sherman way / De Soto av. To Canoga av.
24P305 W,3,8:00 AM,10:00 AM,Saticoy st. to Sherman way / De Soto av. To Canoga av.
24P307 Th,3,8:00 AM,10:00 AM,Sherman way to Los Angelas River / De Soto av. To Deering av.
24P307 W,3,8:00 AM,10:00 AM,Sherman way to Los Angelas River / De Soto av. To Deering av.
24P308 Th,3,12:00 PM,2:00 PM,Saticoy st. to Sherman way / Winnetka av. To Mason av.
24P308 W,3,12:00 PM,2:00 PM,Saticoy st. to Sherman way / Winnetka av. To Mason av.
24P310 M,3,8:00 AM,10:00 AM,Bassett av. To Sherman way / Canoga av. To Topanga Canyon bl.
24P310 Tu,3,8:00 AM,10:00 AM,Bassett av. To Sherman way / Canoga av. To Topanga Canyon bl.
24P311 Th,3,10:00 AM,12:00 PM,Sherman way to Vanowen st. / Mason av. To De Soto av.
24P311 W,3,10:00 AM,12:00 PM,Sherman way to Vanowen st. / Mason av. To De Soto av.
24P312 Th,3,12:00 PM,2:00 PM,Sherman way to Vanowen st. / Topanga Canyon Bl. To Shoup av.
24P312 W,3,12:00 PM,2:00 PM,Sherman way to Vanowen st. / Topanga Canyon Bl. To Shoup av.
24P313 Th,12,8:00 AM,10:00 AM,Shoup av. To Fallbrook av. / Roscoe bl. To Saticoy st.
24P313 W,12,8:00 AM,10:00 AM,Shoup av. To Fallbrook av. / Roscoe bl. To Saticoy st.
24P314 Th,12,10:00 AM,12:00 PM,Shoup av. To Fallbrook av. / Saticoy st. to Sherman way
24P314 W,12,10:00 AM,12:00 PM,Shoup av. To Fallbrook av. / Saticoy st. to Sherman way
24P315 Th,12,12:00 PM,2:00 PM,Sherman way to Vanowen st. / Shoup av. To Fallbrook av.
24P315 W,12,12:00 PM,2:00 PM,Sherman way to Vanowen st. / Shoup av. To Fallbrook av.
24P316 Th,12,8:00 AM,10:00 AM,Fallbrook av. To Woodlake av. / Roscoa bl. To Saticoy st.
24P316 W,12,8:00 AM,10:00 AM,Fallbrook av. To Woodlake av. / Roscoa bl. To Saticoy st.
24P317 Th,12,10:00 AM,12:00 PM,Fallbrook av. To woodlake av. / saticoy st. to sherman way
24P317 W,12,10:00 AM,12:00 PM,Fallbrook av. To woodlake av. / saticoy st. to sherman way
24P318 Th,12,12:00 PM,2:00 PM,fallbrook av. To woodlake av. / sherman way to  vanowen st.
24P318 W,12,12:00 PM,2:00 PM,fallbrook av. To woodlake av. / sherman way to  vanowen st.
24P319 Th,12,12:00 PM,2:00 PM,woodlake av. To el escorpion crk/schoolcraft st to vanowen st
24P319 W,12,12:00 PM,2:00 PM,woodlake av. To el escorpion crk/schoolcraft st to vanowen st
2P124 M,8,8:00 AM,10:00 AM,79th st to 85th st -Main st to 85th Pl
2P124 Tu,8,8:00 AM,10:00 AM,79th st to 85th st -Main st to 85th Pl
2P125 M,8,8:00 AM,10:00 AM,79th st to 85th st-Harbor Fwy to Vermont Ave
2P125 Tu,8,8:00 AM,10:00 AM,79th st to 85th st-Harbor Fwy to Vermont Ave
2P134 Th,15,8:00 AM,10:00 AM,92nd St to 103rd St- Graham Ave to Cresus Ave
2P134 W,15,8:00 AM,10:00 AM,92nd St to 103rd St- Graham Ave to Cresus Ave
2P135 Th,15,10:00 AM,12:00 PM,92nd St to 103rd st- Grandee Ave to Success Ave
2P135 W,15,10:00 AM,12:00 PM,92nd St to 103rd st- Grandee Ave to Success Ave
2P206 Th,15,8:00 AM,10:00 AM,El Segundo Bl to Rosecran Ave- Hoover st to Vermont Ave
2P206 W,15,8:00 AM,10:00 AM,El Segundo Bl to Rosecran Ave- Hoover st to Vermont Ave
2P207 F,15,9:00 AM,11:00 AM,120th st to El Segundo Bl-Figueroa st City Limits to Vermont Ave
2P207 W,15,9:00 AM,11:00 AM,120th st to El Segundo Bl-Figueroa st City Limits to Vermont Ave
2P229 M,8/15,10:00 AM,12:00 PM,Main St to Alvalon Bl- 79th st to Manchester Ave
2P229 Tu,8,10:00 AM,12:00 PM,Main St to Alvalon Bl- 79th st to Manchester Ave
2P230 M,8,10:00 AM,12:00 PM,79th st to Manchester Ave- Central Ave to Avalon Bl
2P230 Tu,8,10:00 AM,12:00 PM,79th st to Manchester Ave- Central Ave to Avalon Bl
2P231 M,8,9:30 AM,11:30 AM,Manchester Ave to 95th st-Avalon Bl to Main St
2P231 Tu,8,9:30 AM,11:30 AM,Manchester Ave to 95th st-Avalon Bl to Main St
2P232 M,8,12:00 PM,2:30 PM,Manchester Ave to 93rd St- Central Ave to Avalon Bl
2P232 Tu,8,12:00 PM,2:30 PM,Manchester Ave to 93rd St- Central Ave to Avalon Bl
2P233 M,8,7:30 AM,9:30 AM,98th st to 106th st- Central Ave to Avalon Bl
2P233 Tu,8,7:30 AM,9:30 AM,98th st to 106th st- Central Ave to Avalon Bl
2P234 M,8,12:00 PM,2:30 PM,Colden Ave to 91st St to 104th St- Main St to Figueroa St
2P234 Tu,8,12:00 PM,2:30 PM,Colden Ave to 91st St to 104th St- Main St to Figueroa St
2P235 M,8,8:00 AM,10:00 AM,93rd St to 98th st- Central Ave to Main St
2P235 Tu,8,8:00 AM,10:00 AM,93rd St to 98th st- Central Ave to Main St
2P236 M,8,9:30 AM,11:30 AM,9th St to 110th St - Avalon Bl to Main St
2P236 Tu,8,9:30 AM,11:30 AM,9th St to 110th St - Avalon Bl to Main St
2P237 Th,15,7:30 AM,9:30 AM,103rd to 110th St- Comton Ave to Avalon BL
2P237 W,15,7:30 AM,9:30 AM,103rd to 110th St- Comton Ave to Avalon BL
2P238 Th,8,12:00 PM,2:30 PM,104th to Imperial Hwy- main st to Figueroa St
2P238 W,8,12:00 PM,2:30 PM,104th to Imperial Hwy- main st to Figueroa St
2P239 Th,8,9:30 AM,11:30 AM,Imperial Hwy to City Limits- Main St to Figueroa St
2P239 W,8,9:30 AM,11:30 AM,Imperial Hwy to City Limits- Main St to Figueroa St
2P240 Th,8,7:30 AM,9:30 AM,111th St to 120th st Avalon Bl to Main St
2P240 W,8,7:30 AM,9:30 AM,111th St to 120th st Avalon Bl to Main St
2P241 Th,8,12:00 PM,2:30 PM,Imperial Hwy to 120th st -Central Ave to Avalon Bl
2P241 W,8,12:00 PM,2:30 PM,Imperial Hwy to 120th st -Central Ave to Avalon Bl
2P242 Th,8,9:30 AM,11:30 AM,108 st to Imperial Hwy-Zamora Ave & Central Ave to Avalon BL
2P242 W,8,9:30 AM,11:30 AM,108 st to Imperial Hwy-Zamora Ave & Central Ave to Avalon BL
2P243 Th,15,12:00 PM,2:30 PM,104th St & 113th st to City BDY- Croesus Ave & Willowbrook Ave - Graham Ave to Compton
2P243 W,15,12:00 PM,2:30 PM,104th St & 113th st to City BDY- Croesus Ave & Willowbrook Ave - Graham Ave to Compton
2P244 Th,15,9:30 AM,11:30 AM,103rd st to Imperial Hwy-Mona Bl to Graham ave
2P244 W,15,9:30 AM,11:30 AM,103rd st to Imperial Hwy-Mona Bl to Graham ave
2P245 Th,15,12:00 PM,2:00 PM,103rd st to Santa Ana Bl- City BDY to Willmington Ave
2P245 W,15,12:00 PM,2:00 PM,103rd st to Santa Ana Bl- City BDY to Willmington Ave
2P246 M,8,12:00 PM,2:30 PM,Manchester Ave & 85th st to Colden ave & 91st st -Main St to Figueroa
2P246 Tu,8,12:00 PM,2:30 PM,Manchester Ave & 85th st to Colden ave & 91st st -Main St to Figueroa
2P247 F,15,8:00 AM,10:00 AM,222 Street to 228th st - Normandie Ave to Western Ave
2P247 W,15,8:00 AM,10:00 AM,222 Street to 228th st - Normandie Ave to Western Ave
2P248 F,15,10:00 AM,12:00 PM,Torrance Bl to Carson St- Normandie Ave to Western Ave
2P248 W,15,10:00 AM,12:00 PM,Torrance Bl to Carson St- Normandie Ave to Western Ave
2P249 F,15,12:00 PM,2:00 PM,182nd St to 405fwy- Vermont Ave to Western Ave
2P249 W,15,12:00 PM,2:00 PM,182nd St to 405fwy- Vermont Ave to Western Ave
2P318 M,8,8:00 AM,10:00 AM,Manchester Ave to Colden Ave -Figueroa St to Vermont Ave
2P318 Tu,8,8:00 AM,10:00 AM,Manchester Ave to Colden Ave -Figueroa St to Vermont Ave
2P319 M,8,10:00 AM,12:00 PM,97th St to 106th st -Figueroa st to Vermont Ave
2P319 Tu,8,10:00 AM,12:00 PM,97th St to 106th st -Figueroa st to Vermont Ave
2P320 M,8,12:30 PM,2:30 PM,106th St to Imperial Hwy- Figueroa St to Vermont Ave
2P320 Tu,8,12:30 PM,2:30 PM,106th St to Imperial Hwy- Figueroa St to Vermont Ave
3NP246 F,9,4:00 AM,6:30 AM,Jefferson BL to MLK BL- Main St to Figueroa Ave
3NP246 Th,9,4:00 AM,6:30 AM,Jefferson BL to MLK BL- Main St to Figueroa Ave
3NP248 Tu,9,4:00 AM,6:30 AM,Santa Monica Fwy to Adams Blvd- Main St to Harbor Fwy
3NP248 W,9,4:00 AM,6:30 AM,Santa Monica Fwy to Adams Blvd- Main St to Harbor Fwy
3NP249 Tu,9,4:00 AM,6:30 AM,Adams Blvd to Jefferson Blvd- Main St to Figueroa St
3NP249 W,9,4:00 AM,6:30 AM,Adams Blvd to Jefferson Blvd- Main St to Figueroa St
3NP310 M,9,4:00 AM,6:30 AM,Washingon Blvd to 50th St-Alameda St to Long Beach Ave
3NP310 Tu,9,4:00 AM,6:30 AM,Washingon Blvd to 50th St-Alameda St to Long Beach Ave
3P113 F,9,12:00 PM,2:00 PM,32nd St to Slauson Ave-Central Ave to Hooper Ave 
3P113 Th,9,12:00 PM,2:00 PM,32nd St to Slauson Ave-Central Ave to Hooper Ave 
3P114 F,9,10:00 AM,12:00 PM,Martin L King Blvd to 57th Ave - Central Ave to McKinley Ave
3P114 Th,9,10:00 AM,12:00 PM,Martin L King Blvd to 57th Ave - Central Ave to McKinley Ave
3P119 F,9,12:00 PM,2:00 PM,Washington Blvd to 29th St - Hooper Ave to Central Ave
3P119 Th,9,12:00 PM,2:00 PM,Washington Blvd to 29th St - Hooper Ave to Central Ave
3P123 M,8,12:00 PM,3:00 PM,73rd to 79th st -Main St to Vermont Ave
3P123 Tu,8,12:00 PM,3:00 PM,73rd to 79th st -Main St to Vermont Ave
3P161 M,8,8:00 AM,10:00 AM,Slauson Ave to Gage Ave-Harbor Fwy to Vermont Ave
3P161 Tu,8,8:00 AM,10:00 AM,Slauson Ave to Gage Ave-Harbor Fwy to Vermont Ave
3P204 F,9,8:00 AM,10:00 AM,8th St to Olympic Blvd-Lorena St to Soto St 
3P204 Th,9,8:00 AM,10:00 AM,8th St to Olympic Blvd-Lorena St to Soto St 
3P217 F,9,8:00 AM,10:00 AM,Martin L King Blvd to 55th St McKinley Ave to Avalon Blvd
3P217 Th,9,8:00 AM,10:00 AM,Martin L King Blvd to 55th St McKinley Ave to Avalon Blvd
3P226 M,8,10:00 AM,12:00 PM,59th St to Florence Ave - Main St to Figueroa
3P226 Tu,8,10:00 AM,12:00 PM,59th St to Florence Ave - Main St to Figueroa
3P227 M,8,8:00 AM,10:00 AM,Slauson Ave to 65th st- Avalon Bl to Olive St
3P227 Tu,8,8:00 AM,10:00 AM,Slauson Ave to 65th st- Avalon Bl to Olive St
3P228 M,8,10:00 AM,12:00 PM,65th St to 77th St - Avalon Blvd to Main St
3P228 Tu,8,10:00 AM,12:00 PM,65th St to 77th St - Avalon Blvd to Main St
3P229 M,8,8:00 AM,10:00 AM,Florence Ave to 79th St- Central Ave to Main St & Avalon Blvd
3P229 Tu,8,8:00 AM,10:00 AM,Florence Ave to 79th St- Central Ave to Main St & Avalon Blvd
3P247 M,9,8:00 AM,11:00 AM,Vernon Ave to Slauson Ave- Figueroa St to Vermont Ave
3P247 W,9,8:00 AM,11:00 AM,Vernon Ave to Saluson Ave - Figueroa St to Vermont Ave
3P250 F,9,10:00 AM,12:00 PM,Main St to Avalon Blvd-Vernon Ave to 58th St
3P250 Th,9,10:00 AM,12:00 PM,Main St to Avalon Blvd-Vernon Ave to 58th St
3P251 F,9,8:00 AM,10:00 AM,16th St to Jefferson Blvd-Main St to San Pedro St
3P251 Th,9,8:00 AM,10:00 AM,16th St to Jefferson Blvd-Main St to San Pedro St
3P252 F,9,12:00 PM,2:00 PM,Jefferson Blvd to Vernon Ave-Main St to Avalon Blvd
3P252 Th,9,12:00 PM,2:00 PM,Jefferson Blvd to Vernon Ave-Main St to Avalon Blvd
3P256 Tu,8/9,8:00 AM,11:00 AM,Santa Monica Fwy to Jefferson Blvd-Harbor Fwy to Vermont Ave
3P256 W,8/9,8:00 AM,11:00 AM,Santa Monica Fwy to Jefferson Blvd-Harbor Fwy to Vermont Ave
3P273 F,14,10:00 AM,12:00 PM,Santa Ana Fwy to 8th St-Indiana St to Fickett St
3P273 Th,14,10:00 AM,12:00 PM,Santa Ana Fwy to 8th St-Indiana St to Fickett St
3P303 F,9,8:00 AM,10:00 AM,Martin L King Blvd to Slauson Ave - Grand Ave to Main St
3P303 Th,9,8:00 AM,10:00 AM,Martin L King Blvd to Slauson Ave - Grand Ave to Main St
3P304 F,9,8:00 AM,10:00 AM,21st St to 41st St - Long Beach Ave to Hooper Ave
3P304 Th,9,8:00 AM,10:00 AM,21st St to 41st St - Long Beach Ave to Hooper Ave
