SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
HP90,5900 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,4A-630A Wed,"(34.111091, -118.189499)"
HO579A,1701 CAHUENGA BL,Single-Space,TOD,$2 - $3,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | NP 6P-3A Nightly",,"(34.102393, -118.329649)"
SV187,6700 SUNSET BL,Single-Space,FLAT,$0.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097877, -118.337766)"
SL122,2500 HYPERION AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Wed,"(34.104392, -118.273128)"
WB285,2101 GRAND AV,Single-Space,JUMP,$1\hr - $4\6hr,6HR,7A-7P Mon-Sat,,"(34.030286, -118.269956)"
TZ511B,18600 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.169999, -118.539317)"
CB3648A,501 SPRING ST,Single-Space,TOD,$4 - $5,2HR,PKG 8A-8P Mon-Sat | NP 2A-5A Daily,,"(34.046499, -118.250579)"
WW248,4400 2ND ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-12P Fri,"(34.071081, -118.310103)"
CP240,22001 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.201134, -118.606902)"
ED11,1101 E 6TH ST,Single-Space,FLAT,$0.50,4HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.038634, -118.23908)"
PB227,1401 ORANGE GROVE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Tue,"(34.050465, -118.365796)"
SH313A,6600 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-7P Mon-Sat,,"(34.090637, -118.333988)"
ED641,1001 S TOWNE AVE,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.032731, -118.250735)"
WN3,600 AVALON BL,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,,"(33.777475, -118.262144)"
CB931,1000 S FLOWER ST,Single-Space,TOD,$0.5 - $3,4HR,8A-8P Mon-Sat,,"(34.04365, -118.263318)"
PM118,10001 VENICE BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.022728, -118.400205)"
LC199,101 N. SWEETZER AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Mon,"(34.075843, -118.370082)"
HW487,5500 HOLLYWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.10164, -118.310377)"
VW1259,1101 VERMONT AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.05046, -118.291751)"
VW1177,600 LA FAYETTE PK PL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Thu,"(34.06223, -118.282596)"
W75,5600 W 98TH ST,Single-Space,FLAT,$1.00,2HR,PKG 8A-8P Daily | NP 2A-4A Daily,,"(33.947296, -118.380338)"
WU679A,1701 8TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053172, -118.273835)"
WH8,19801 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.172509, -118.564503)"
WW2571,4150 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.076216, -118.299729)"
WH43,19901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.172115, -118.567959)"
HO121,1600 SCHRADER BL,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.101282, -118.332413)"
VW1746,2300 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.047191, -118.28828)"
SC627,12601 VENTURA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.143702, -118.407746)"
NH291,11100 CHANDLER BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.168055, -118.373603)"
WU212A,601 WITMER ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Thu,"(34.054996, -118.265957)"
SP525,600 MESA ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,,"(33.738042, -118.285637)"
C399,400 37TH PL,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.01722, -118.281996)"
CB862,1200 S. LOS ANGELES ST,Single-Space,TOD,$0.5 - $5,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.036097, -118.258916)"
LH214,2401 BROADWAY,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.073738, -118.216096)"
VW1832,2401 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.047347, -118.289988)"
CP119,21800 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.200917, -118.604076)"
WW1272,3701 3RD ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.06913, -118.297103)"
CB4241,1000 S. WALL ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,"(34.037387, -118.253216)"
VN1005,14401 GILMORE ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.187711, -118.44829)"
R145,18500 SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.201019, -118.537139)"
CB3770,1601 S LOS ANGELES ST,Single-Space,TOD,$0.5 - $2,4HR,8A-6P Mon-Sat,,"(34.032603, -118.261994)"
BF592,8201 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083781, -118.369935)"
SL171,2700 GRIFFITH PARK BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Fri,"(34.107296, -118.272838)"
BF74,7901 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076198, -118.363247)"
SH280,1000 LAS PALMAS AV,Single-Space,FLAT,$1.00,4HR,8A-7P Mon-Sat,12P-3P Tue,"(34.089174, -118.336203)"
EN640B,5000 TEXHOMA AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.161508, -118.517084)"
SL376,4300 SUNSET BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.095115, -118.283522)"
LH13,201 AVE 24,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Wed,"(34.073312, -118.217004)"
WU191,600 UNION AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Fri,"(34.056562, -118.269281)"
BF56,301 N FAIRFAX AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076903, -118.361544)"
HW12,1301 WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.09648, -118.309335)"
WS240,1801 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.048628, -118.435957)"
WA811,2600 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.059128, -118.282933)"
MD423,1601 EASTLAKE AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,4A-630A Fri,"(34.064062, -118.206327)"
SC389,11300 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.140143, -118.377067)"
PR515,6101 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053079, -118.374297)"
VW367,601 CATALINA ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,8A-10A Thu,"(34.062674, -118.295441)"
HP158,5801 FIGUEROA ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,4A-630A Fri,"(34.110385, -118.191428)"
VW1836,1201 MENLO AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Fri,"(34.047853, -118.290787)"
TZ447,18900 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.172262, -118.545242)"
CB107,800 S FIGUEROA ST,Single-Space,FLAT,$4.00,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,"(34.047164, -118.261752)"
P37,900 VIA DE LA PAZ,Single-Space,FLAT,$1.00,30MIN,8A-8P Mon-Sat,,"(34.047391, -118.526977)"
EN186,16601 VENTURA BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.158084, -118.495276)"
WW266,201 S WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.069929, -118.309221)"
GA38,3101 GLENDALE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.116847, -118.262379)"
SC271,11700 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.141975, -118.389494)"
ED776,700 E 10TH ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.035665, -118.251481)"
WF162,8400 3RD ST,Single-Space,FLAT,$1.00,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-4A Nightly",,"(34.072992, -118.373705)"
CB259,1300 S HILL ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.037009, -118.262565)"
NH257,5300 LANKERSHIM BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.167361, -118.375931)"
WS24,10801 MASSACHUSETTS AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.05197, -118.438576)"
WF31,101 KILKEA DR,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.072629, -118.366936)"
BF22,501 FAIRFAX AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.080664, -118.361562)"
NH895,5301 TUJUNGA AV,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,,"(34.16762, -118.379072)"
SW294,5801 MELROSE AV,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,"(34.083554, -118.328013)"
OS161,2200 CORINTH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.036567, -118.441216)"
ED123,1100 E 8TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.035197, -118.245326)"
WB553,500 W 18TH ST,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,4A-630A Wed,"(34.035479, -118.270385)"
CT60A,200 ORD ST,Single-Space,TOD,$0.5 - $4,2HR,8A-8P Mon-Sat,,"(34.059935, -118.238338)"
LM487A,7201 BEVERLY BL,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076256, -118.347694)"
SO408,14200 VENTURA BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.149889, -118.443074)"
PB390,1401 ORANGE DR,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.04742, -118.347223)"
WA1573,1501 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044459, -118.276266)"
CT621,701 N. FIGUEROA ST,Single-Space,FLAT,$2.00,15MIN,8A-6P Mon-Sat,,"(34.063169, -118.246144)"
CP200,21400 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.200926, -118.598512)"
WS444,1500 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049596, -118.445819)"
CB2156,1200 S. WALL ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.034113, -118.255976)"
PB54,5101 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.04812, -118.349742)"
EN72,15901 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.156067, -118.48051)"
WH345,22701 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166705, -118.621678)"
WH294,22101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.168758, -118.609436)"
CB2117,400 E. 11TH ST,Single-Space,TOD,$0.5 - $2,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.036629, -118.254457)"
VS464,4801 FOUNTAIN AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,12P-3P Wed,"(34.095517, -118.294297)"
WA689A,651 RAMPART BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,12P-3P Thu,"(34.060261, -118.282831)"
P254,16601 MARQUEZ AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048209, -118.543951)"
WU341,1501 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.055065, -118.26924)"
WA1076,650 BONNIE BRAE ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,12P-3P Fri,"(34.055774, -118.274243)"
WW201,201 N WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.075327, -118.309246)"
EN63,15801 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.155823, -118.478737)"
MM311,601 MASSELIN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.063729, -118.352578)"
WH805,19700 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.172388, -118.563327)"
CB542,1200 S. MAPLE AV,Single-Space,FLAT,$4.00,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.035288, -118.256512)"
C1155,3100 HOOVER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.026544, -118.283833)"
CT155,900 N. BROADWAY,Single-Space,TOD,$0.5 - $1.5,2HR,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,"(34.066272, -118.236065)"
GA181,3100 LOS FELIZ BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.123874, -118.267563)"
OS131,2200 BUTLER AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.035965, -118.443515)"
SL62,1800 HYPERION AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Wed,"(34.096799, -118.275786)"
WU883,1701 OLYMPIC BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,"(34.049925, -118.275553)"
OS38,2201 STONER AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.033331, -118.448583)"
WB86,2001 BROADWAY,Single-Space,FLAT,$1.00,4HR,8A-6P Daily,,"(34.030408, -118.26657)"
CB4088,101 E 17TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.032517, -118.262386)"
C380B,3701 FLOWER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.016578, -118.282167)"
EN578,5100 ZELZAH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.163469, -118.522785)"
WA786,651 PARK VIEW ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Fri,"(34.058445, -118.280431)"
EN518,18001 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.165216, -118.526154)"
NH1127,11000 MCCORMICK ST,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,10A-12P Fri,"(34.165894, -118.370816)"
PR27,8701 PICO BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.054722, -118.382926)"
CB149,1400 S HOPE ST,Single-Space,FLAT,$2.00,4HR,8A-8P Mon-Sat,,"(34.037623, -118.266753)"
VW1439,500 WESTMORELAND AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-11A Tue,"(34.064637, -118.288352)"
LT55,300 E 2ND ST,Single-Space,TOD,$0.5 - $4,2HR,8A-8P Mon-Sat,,"(34.04794, -118.23978)"
OS675,11501 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.032964, -118.443307)"
OS342,11300 MISSISSIPPI AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,8A-10A Thu,"(34.038824, -118.443561)"
SG179,7901 SUNSET BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat",,"(34.098159, -118.362458)"
WW1624,3200 8TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.057637, -118.297858)"
WF280,7900 3RD ST,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.07157, -118.362398)"
SP313,401 7TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Wed,"(33.737785, -118.287179)"
WB113,2100 HILL ST,Single-Space,TOD,$0.5 - $2,4HR,8A-6P Mon-Sat,,"(34.029664, -118.268161)"
SO1161,4600 SEPULVEDA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,8A-10A Fri,"(34.155694, -118.466001)"
VW1691,2500 PICO BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.047175, -118.293093)"
SO434,14000 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.149167, -118.438739)"
VW117,2800 JAMES M WOOD BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.055836, -118.290634)"
WH502,22000 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.168437, -118.607643)"
SO333,15100 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.153143, -118.462725)"
WH807,23000 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.164362, -118.627536)"
PW121,2300 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.041814, -118.429827)"
VW1251,1001 VERMONT AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.051591, -118.291717)"
SL66,1900 HYPERION AV,Single-Space,FLAT,$1.00,15MIN,"PLO 8A-10A, 3P-7P Mon-Fri | PKG 10A-3P Mon-Sat",,"(34.097929, -118.274771)"
MM748,5800 WILSHIRE BL,Single-Space,FLAT,$1.00,4HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.062398, -118.357245)"
SH22,1100 VINE ST,Single-Space,FLAT,$1.00,2HR,8A-7P Mon-Sat,,"(34.091443, -118.326508)"
SS515,1400 SALTAIR AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.041237, -118.46244)"
SO1180,4700 SEPULVEDA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,8A-10A Fri,"(34.156969, -118.466002)"
LM603,201 DETROIT ST,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Tue,"(34.075773, -118.345203)"
BW96,100 BARRINGTON PL,Single-Space,FLAT,$2.00,30MIN,8A-6P Mon-Sat,,"(34.066641, -118.469247)"
LM849,6700 MELROSE AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.083371, -118.339923)"
SO414,14200 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.149779, -118.442409)"
SV108,6501 SUNSET BL,Single-Space,FLAT,$1.00,30MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098092, -118.331252)"
LT81,100 S SAN PEDRO ST,Single-Space,TOD,$2 - $4,2HR,8A-8P Mon-Sat,,"(34.049695, -118.241298)"
VN191,6451 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.18847, -118.448868)"
WF358,6100 LINDENHURST AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",9A-12P Mon,"(34.065717, -118.361784)"
MD867,2000 CHARLOTTE ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.058243, -118.205451)"
CB4419,1001 S. MAIN ST,Single-Space,TOD,$0.5 - $3,2HR,8A-8P Mon-Sat,,"(34.039911, -118.257646)"
WU427,1400 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.054197, -118.267727)"
WB182,1800 S OLIVE ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.03257, -118.267268)"
SS241B,1400 ARMACOST AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.042237, -118.460417)"
WW741A,600 ALEXANDRIA AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,8A-10A Wed,"(34.063177, -118.297844)"
CB454,1301 S SANTEE ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.034724, -118.258694)"
PR330,1100 GLENVILLE DR,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,4A-630A Thu,"(34.05554, -118.392764)"
WS145,10900 ASHTON AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.057685, -118.443532)"
SO954,4300 COLBATH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.14935, -118.436504)"
WU773,1600 JAMES M WOOD BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.051007, -118.273711)"
TZ56,18300 CLARK ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.169722, -118.533129)"
SW77,5401 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.090866, -118.30821)"
WN23,700 AVALON BL,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,,"(33.778834, -118.262251)"
R36,18401 SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.201234, -118.535037)"
WW1787A,500 S ARDMORE AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Wed,"(34.064016, -118.30153)"
WA936,700 LAKE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.056558, -118.278094)"
SW176,1101 SAINT ANDREWS PL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,10A-1P Tue,"(34.091169, -118.310972)"
WW2577,4100 BEVERLY BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.07622, -118.298897)"
ED237A,700 12TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.032553, -118.251166)"
OS642,11300 PICO BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-630P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.034447, -118.439978)"
LM692,100 S. LA BREA AV,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.071722, -118.343909)"
NH706,4201 LANKERSHIM BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.146257, -118.363496)"
VN785,14401 CALVERT ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,"(34.181731, -118.448069)"
EN549,18000 VENTURA BL,Single-Space,FLAT,$1.00,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.164574, -118.524978)"
PW326,10500 PICO BL,Single-Space,FLAT,$1.00,2HR,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat,,"(34.044727, -118.419597)"
WW2135,3600 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.061613, -118.306025)"
CC951,901 W SUNSET BLVD,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,TANS 4P-7P Mon-Fri | PKG 6A-4P Mon-Sat,,"(34.064302, -118.248073)"
P156,15101 SUNSET BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.045658, -118.52358)"
W41,9800 S VICKSBURG AVE,Single-Space,FLAT,$1.00,2HR,PKG 8A-6P Daily | NP 6P-6A Nightly,,"(33.946995, -118.393853)"
SH203,6900 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-7P Mon-Sat,,"(34.090626, -118.341032)"
PB178,5701 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050884, -118.362794)"
ED13,500 S CENTRAL AVE,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,1A-4A Wed,"(34.039931, -118.239813)"
WW914A,601 KINGSLEY DR,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,8A-10A Wed,"(34.062752, -118.30293)"
WW899,600 KINGSLEY DR,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,8A-10A Thu,"(34.062718, -118.302787)"
SO467,13800 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.148425, -118.434256)"
AE510,401 DUCOMMUN ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.052951, -118.237447)"
WH63,20001 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.171704, -118.569221)"
NH270,11200 CHANDLER BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.168002, -118.375731)"
BF288,7800 WARING AV,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Tue,"(34.085365, -118.361109)"
WW2567,4150 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.076215, -118.300031)"
